fish_name,scientific_name,family,genus,gear,fisher_ID,date,month,year,village,time_decimal,total_weight,number_fish,total_sold,total_consumed
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,9,9/19/2016,9,2016,2,3.5,0.08,1,0.08,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,2,12/9/2016,12,2016,2,2.5,3.005,1,3.005,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,8,37,8/20/2017,8,2017,4,3.92,0.64,2,0.64,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,49,2/22/2016,2,2016,1,5.75,0.955241689,2,0.955241689,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,49,10/20/2016,10,2016,1,4,0.477620845,1,0.477620845,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,18,5/27/2017,5,2017,2,2.5,6.07,2,6.07,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,23,8/31/2017,8,2017,2,3.75,0.045,1,0,0.045
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,19,8/22/2016,8,2016,2,2.4,2.65,2,2.65,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,8,2,3/12/2016,3,2016,3,2.28,0.119,1,0,0.119
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,2,14,4/20/2017,4,2017,2,6.42,2.22,1,2.22,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,23,10/31/2017,10,2017,2,3.75,0.045,1,0,0.045
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,6,6/29/2016,6,2016,2,5.97,0.22,5,0.22,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,6,2/24/2017,2,2017,2,2.88,0.73,1,0.73,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,8,10/18/2016,10,2016,2,2.22,0.07,1,0,0.07
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,6,6/29/2016,6,2016,2,5.97,0.165,2,0.165,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,5,3/24/2017,3,2017,4,1.5,0.771,2,0.771,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,22,8/19/2016,8,2016,1,3.28,5.731450135,12,5.731450135,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,19,5/6/2016,5,2016,1,2.58,0.055,1,0,0.055
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,8,10,7/22/2016,7,2016,3,5.82,0.04,1,0.04,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,6,3/14/2016,3,2016,2,5.5,0.07,2,0.07,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,8,30,10/15/2016,10,2016,1,2.5,0.477620845,1,0.477620845,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,8,20,8/12/2016,8,2016,3,3.4,0.08,1,0,0.08
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,5,1/31/2017,1,2017,3,3.58,0.56,7,0.56,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,18,4/20/2017,4,2017,2,3.25,3.485,3,3.485,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,8,2,7/10/2016,7,2016,3,2.83,0.03,1,0,0.03
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,22,6/12/2016,6,2016,4,1.5,1.116,4,1.116,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,1,2/22/2017,2,2017,1,5.02,0.13,2,0,0.13
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,5,6/12/2016,6,2016,4,2.25,0.562,2,0.562,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,6,8/19/2017,8,2017,2,3.75,0.085,1,0,0.085
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,6,9/24/2017,9,2017,2,6.58,0.945,1,0.945,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,36,3/18/2016,3,2016,1,5.58,0.08,1,0.08,0
ambanintsakana,Scomberoides commersonianus,NA,Scomberoides,1,17,6/19/2016,6,2016,4,3,0.244,3,0.244,0
tatangy,Chaetodon sp.,NA,Chaetodon,4,2,3/14/2016,3,2016,4,3.75,0.47225,2,0.47225,0
tatangy,Chaetodon sp.,NA,Chaetodon,1,15,9/19/2016,9,2016,2,4.25,0.105,2,0.105,0
tatangy,Chaetodon sp.,NA,Chaetodon,7,5,3/30/2016,3,2016,4,4.33,0.618,1,0.618,0
tatangy,Chaetodon sp.,NA,Chaetodon,2,14,5/25/2016,5,2016,4,3.25,0.168,2,0,0.168
tatangy,Chaetodon sp.,NA,Chaetodon,7,2,4/19/2016,4,2016,4,0.92,0.38,2,0,0.38
tempatempana,Monodactylus falciformis,NA,Monodactylus,1,11,5/8/2016,5,2016,2,4,0.075,1,0,0.075
tempatempana,Monodactylus falciformis,NA,Monodactylus,1,2,8/9/2016,8,2016,2,4.17,0.105,1,0,0.105
tempatempana,Monodactylus falciformis,NA,Monodactylus,1,11,4/22/2016,4,2016,2,2.5,0.52,3,0.52,0
tempatempana,Monodactylus falciformis,NA,Monodactylus,1,2,4/26/2016,4,2016,2,7,1.02,9,0.7,0.32
tempatempana,Monodactylus falciformis,NA,Monodactylus,1,11,5/11/2017,5,2017,2,2.25,0.115,1,0,0.115
tempatempana,Monodactylus falciformis,NA,Monodactylus,1,2,12/9/2016,12,2016,2,2.5,0.18,4,0.18,0
thon,Scomberomorus spp.,NA,Scomberomorus,8,3,11/26/2016,11,2016,2,4.58,21.08,2,21.08,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,14,2/22/2017,2,2017,1,6.25,0.085,1,0,0.085
thon,Scomberomorus spp.,NA,Scomberomorus,1,39,4/15/2017,4,2017,1,5,1.046740506,1,1.046740506,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,27,2/15/2017,2,2017,1,4.92,5.233702532,5,5.233702532,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,4,2/22/2016,2,2016,1,4.55,0.16,2,0,0.16
thon,Scomberomorus spp.,NA,Scomberomorus,1,10,7/10/2016,7,2016,3,3.35,0.49,1,0.49,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,8,3/22/2016,3,2016,2,3,0.12,1,0,0.12
thon,Scomberomorus spp.,NA,Scomberomorus,1,2,2/9/2016,2,2016,1,5.75,2.093481013,2,2.093481013,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,34,8/23/2016,8,2016,1,7,1.046740506,1,1.046740506,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,6,3/26/2016,3,2016,2,4.5,0.255,2,0,0.255
thon,Scomberomorus spp.,NA,Scomberomorus,1,47,10/15/2016,10,2016,1,4.75,1.046740506,1,1.046740506,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,6,4/22/2016,4,2016,2,5.5,0.445,1,0,0.445
thon,Scomberomorus spp.,NA,Scomberomorus,1,34,8/7/2016,8,2016,3,2.75,0.91,1,0,0.91
thon,Scomberomorus spp.,NA,Scomberomorus,3,3,9/23/2016,9,2016,2,6.58,1.9,1,0,1.9
thon,Scomberomorus spp.,NA,Scomberomorus,1,6,3/22/2016,3,2016,2,4.08,1,4,0,1
thon,Scomberomorus spp.,NA,Scomberomorus,1,4,7/24/2017,7,2017,1,3.5,0.03,1,0,0.03
thon,Scomberomorus spp.,NA,Scomberomorus,1,38,2/11/2017,2,2017,1,2.67,10.46740506,10,10.46740506,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,6,4/1/2017,4,2017,2,4.33,0.97,3,0,0.97
thon,Scomberomorus spp.,NA,Scomberomorus,2,8,8/12/2016,8,2016,1,6.25,2.093481013,2,2.093481013,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,6,7/28/2017,7,2017,2,3.58,0.515,1,0,0.515
thon,Scomberomorus spp.,NA,Scomberomorus,1,36,3/22/2016,3,2016,1,4,0.08,1,0,0.08
thon,Scomberomorus spp.,NA,Scomberomorus,1,6,2/23/2017,2,2017,2,3.4,0.14,2,0,0.14
thon,Scomberomorus spp.,NA,Scomberomorus,1,48,5/27/2017,5,2017,4,2.17,0.952,2,0,0.952
thon,Scomberomorus spp.,NA,Scomberomorus,1,6,3/14/2016,3,2016,2,5.5,0.29,4,0.29,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,6,9/1/2017,9,2017,2,4.58,2.79,4,1.67,1.12
thon,Scomberomorus spp.,NA,Scomberomorus,8,10,5/20/2016,5,2016,5,2,0.514,2,0.514,0
thon,Scomberomorus spp.,NA,Scomberomorus,2,8,10/15/2016,10,2016,1,8.6,7.41,2,7.41,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,36,7/8/2016,7,2016,1,6.25,1.046740506,1,0,1.205
thon,Scomberomorus spp.,NA,Scomberomorus,1,35,5/14/2016,5,2016,1,3.68,0.11,1,0,0.11
thon,Scomberomorus spp.,NA,Scomberomorus,8,0,8/23/2016,8,2016,1,7,1.046740506,1,1.046740506,0
thon,Scomberomorus spp.,NA,Scomberomorus,8,8,5/27/2017,5,2017,2,3.42,3.435,6,2.88,0.555
thon,Scomberomorus spp.,NA,Scomberomorus,1,1,2/22/2017,2,2017,1,5.02,0.16,1,0,0.16
thon,Scomberomorus spp.,NA,Scomberomorus,1,9,4/10/2016,4,2016,2,3.33,1.365,2,1.365,0
thon,Scomberomorus spp.,NA,Scomberomorus,8,9,11/26/2016,11,2016,2,4.75,22.625,2,22.625,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,6,4/18/2016,4,2016,2,4.33,0.245,1,0.245,0
thon,Scomberomorus spp.,NA,Scomberomorus,8,9,5/15/2017,5,2017,3,2.53,0.939,2,0.939,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,17,9/24/2017,9,2017,2,4.22,5.63,6,4.84,0.79
thon,Scomberomorus spp.,NA,Scomberomorus,1,8,4/30/2017,4,2017,2,4.08,0.42,1,0,0.42
thon,Scomberomorus spp.,NA,Scomberomorus,1,4,3/23/2017,3,2017,1,6.08,0.32,2,0,0.32
thon,Scomberomorus spp.,NA,Scomberomorus,1,9,3/22/2016,3,2016,2,4,1.41,3,1.41,0
thon,Scomberomorus spp.,NA,Scomberomorus,8,10,2/11/2017,2,2017,1,4.5,7.095,1,7.095,0
thon,Scomberomorus spp.,NA,Scomberomorus,8,15,9/22/2016,9,2016,2,4.33,0.655,1,0,0.655
thon,Scomberomorus spp.,NA,Scomberomorus,2,41,3/18/2016,3,2016,1,5.5,0.205,2,0,0.205
thon,Scomberomorus spp.,NA,Scomberomorus,1,6,5/27/2017,5,2017,2,4,1.23,2,0.78,0.45
thon,Scomberomorus spp.,NA,Scomberomorus,1,13,6/15/2016,6,2016,2,5.75,0.18,1,0,0.18
thon,Scomberomorus spp.,NA,Scomberomorus,2,41,3/22/2016,3,2016,1,2.43,0.075,1,0,0.075
thon,Scomberomorus spp.,NA,Scomberomorus,1,17,9/19/2016,9,2016,2,3.57,1.16,1,0,1.16
thon,Scomberomorus spp.,NA,Scomberomorus,1,3,4/23/2016,4,2016,3,2.7,0.521,1,0,0.521
thon,Scomberomorus spp.,NA,Scomberomorus,1,13,5/8/2016,5,2016,2,4.5,1.33,3,0.655,0.675
thon,Scomberomorus spp.,NA,Scomberomorus,1,27,2/11/2017,2,2017,3,2.93,0.045,1,0,0.045
thon,Scomberomorus spp.,NA,Scomberomorus,1,14,4/23/2016,4,2016,1,6.8,0.63,1,0.63,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,39,9/28/2016,9,2016,1,3.25,0.38,1,0,0.38
thon,Scomberomorus spp.,NA,Scomberomorus,1,49,8/6/2016,8,2016,1,4.08,1.046740506,1,1.046740506,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,6,2/24/2017,2,2017,2,2.88,0.14,2,0,0.14
thon,Scomberomorus spp.,NA,Scomberomorus,1,12,4/28/2016,4,2016,5,2.5,0.3,1,0.3,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,16,8/22/2016,8,2016,2,6.55,0.22,1,0.22,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,15,4/23/2017,4,2017,3,1.6,0.38,1,0,0.38
thon,Scomberomorus spp.,NA,Scomberomorus,1,9,9/19/2016,9,2016,2,3.5,0.545,1,0,0.545
thon,Scomberomorus spp.,NA,Scomberomorus,1,8,4/22/2016,4,2016,5,5.5,0.14,1,0.14,0
thon,Scomberomorus spp.,NA,Scomberomorus,8,29,5/30/2017,5,2017,3,3.03,4.34,6,4.34,0
thon,Scomberomorus spp.,NA,Scomberomorus,8,16,11/26/2016,11,2016,2,7.25,4.91,1,4.91,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,17,9/22/2016,9,2016,2,3.75,0.965,2,0,0.965
thon,Scomberomorus spp.,NA,Scomberomorus,1,32,2/15/2017,2,2017,1,3.08,18.84132911,18,18.84132911,0
thon,Scomberomorus spp.,NA,Scomberomorus,2,1,11/15/2016,11,2016,2,4.27,5.895,2,4.845,1.05
thon,Scomberomorus spp.,NA,Scomberomorus,1,2,7/22/2016,7,2016,3,5.1,0.195,1,0.195,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,12,4/28/2016,4,2016,1,2.75,0.705,1,0,0.705
thon,Scomberomorus spp.,NA,Scomberomorus,1,5,11/26/2016,11,2016,2,3.25,1.03,1,1.03,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,28,2/22/2016,2,2016,1,4.2,0.13,2,0.13,0
thon,Scomberomorus spp.,NA,Scomberomorus,8,5,2/11/2017,2,2017,3,3.87,0.04,1,0.04,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,52,3/23/2017,3,2017,1,3.58,3.140221519,3,3.140221519,0
thon,Scomberomorus spp.,NA,Scomberomorus,2,14,3/29/2017,3,2017,2,8.83,2.615,1,0,2.615
thon,Scomberomorus spp.,NA,Scomberomorus,1,6,3/29/2017,3,2017,2,5.08,0.19,1,0,0.19
thon,Scomberomorus spp.,NA,Scomberomorus,1,27,3/23/2017,3,2017,1,5,0.135,1,0,0.135
thon,Scomberomorus spp.,NA,Scomberomorus,1,52,2/22/2017,2,2017,1,3.38,4.186962025,4,4.186962025,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,47,2/11/2017,2,2017,1,1.5,0.1,2,0,0.1
thon,Scomberomorus spp.,NA,Scomberomorus,1,6,4/18/2016,4,2016,2,4.33,0.88,3,0.88,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,30,5/14/2016,5,2016,1,2.7,0.09,1,0,0.09
thon,Scomberomorus spp.,NA,Scomberomorus,1,10,4/22/2016,4,2016,2,4.33,0.105,1,0,0.105
thon,Scomberomorus spp.,NA,Scomberomorus,1,33,4/20/2017,4,2017,1,4.7,3.19,1,3.19,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,29,4/26/2017,4,2017,1,7.42,1.046740506,1,1.046740506,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,22,7/26/2016,7,2016,1,3.43,1.4,1,0,1.4
thon,Scomberomorus spp.,NA,Scomberomorus,1,16,9/22/2016,9,2016,2,3.32,1.165,2,0.85,0.315
thon,Scomberomorus spp.,NA,Scomberomorus,1,17,8/22/2016,8,2016,2,4.22,5.63,6,4.84,0.79
thon,Scomberomorus spp.,NA,Scomberomorus,1,52,2/27/2017,2,2017,1,3.87,94.20664557,90,94.20664557,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,17,6/19/2016,6,2016,4,3,0.24,1,0,0.24
thon,Scomberomorus spp.,NA,Scomberomorus,1,30,8/6/2016,8,2016,1,5.27,3.140221519,3,3.140221519,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,28,7/19/2016,7,2016,1,3.75,0.055,1,0.055,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,36,9/30/2016,9,2016,1,6.25,3.140221519,3,3.140221519,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,3,12/13/2016,12,2016,1,5.85,3.999,1,3.999,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,52,2/11/2017,2,2017,1,3.48,6.280443038,6,6.280443038,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,2,2/15/2017,2,2017,1,4.17,0.06,1,0,0.06
thon,Scomberomorus spp.,NA,Scomberomorus,1,8,6/28/2016,6,2016,5,5.5,0.72,1,0.72,0
thon,Scomberomorus spp.,NA,Scomberomorus,1,13,4/26/2016,4,2016,2,5.5,0.93,2,0,0.93
thon,Scomberomorus spp.,NA,Scomberomorus,2,15,8/6/2016,8,2016,1,4.5,5.48,1,5.48,0
thon,Scomberomorus spp.,NA,Scomberomorus,8,27,5/15/2017,5,2017,3,3.05,0.1,1,0,0.1
thon,Scomberomorus spp.,NA,Scomberomorus,1,45,10/14/2016,10,2016,1,5,0.28,1,0,0.28
thon,Scomberomorus spp.,NA,Scomberomorus,1,9,6/16/2016,6,2016,2,4.17,0.335,1,0,0.335
tilapia,Oreochromis mossambicus,NA,Oreochromis,1,16,5/20/2016,5,2016,5,1,0.081,2,0.081,0
tohonandrongo,Synodus sp.,NA,Synodus,1,6,4/22/2016,4,2016,2,5.5,0.325,1,0,0.325
tohonandrongo,Synodus sp.,NA,Synodus,1,9,5/30/2016,5,2016,2,4.33,0.115,1,0,0.115
tohonandrongo,Synodus sp.,NA,Synodus,1,17,9/19/2016,9,2016,2,3.57,0.12,1,0.12,0
tohonandrongo,Synodus sp.,NA,Synodus,8,3,11/26/2016,11,2016,2,4.58,0.45,8,0.45,0
tohonandrongo,Synodus sp.,NA,Synodus,1,13,11/26/2016,11,2016,2,7.25,0.22,4,0.22,0
tohonandrongo,Synodus sp.,NA,Synodus,1,16,4/26/2016,4,2016,2,5.5,1.575,10,1.575,0
tohonandrongo,Synodus sp.,NA,Synodus,1,8,2/24/2017,2,2017,2,5.9,0.135,2,0,0.135
tohonandrongo,Synodus sp.,NA,Synodus,1,15,7/22/2016,7,2016,2,3.22,1.58,7,0.86,0.72
tohonandrongo,Synodus sp.,NA,Synodus,1,14,4/23/2016,4,2016,1,6.8,10.55426231,80,10.55426231,0
tohonandrongo,Synodus sp.,NA,Synodus,1,18,5/27/2017,5,2017,2,2.5,0.67,8,0.67,0
tohonandrongo,Synodus sp.,NA,Synodus,1,13,11/26/2016,11,2016,2,9.33,0.81,18,0.81,0
tohonandrongo,Synodus sp.,NA,Synodus,1,47,6/16/2016,6,2016,1,4.75,0.263856558,2,0.263856558,0
tohonandrongo,Synodus sp.,NA,Synodus,1,8,1/28/2017,1,2017,2,4.58,0.025,1,0,0.025
tohonandrongo,Synodus sp.,NA,Synodus,8,5,11/13/2016,11,2016,3,3.2,0.145,2,0,0.145
tohonandrongo,Synodus sp.,NA,Synodus,1,13,3/18/2016,3,2016,1,3.85,0.14,1,0,0.14
tohonandrongo,Synodus sp.,NA,Synodus,1,9,1/28/2017,1,2017,2,3.17,0.305,3,0,0.305
tohonandrongo,Synodus sp.,NA,Synodus,1,16,8/22/2016,8,2016,2,6.55,1.6,6,1.6,0
tohonandrongo,Synodus sp.,NA,Synodus,1,14,6/20/2016,6,2016,2,5.23,2.09,18,2.09,0
tohonandrongo,Synodus sp.,NA,Synodus,1,23,8/31/2017,8,2017,2,3.75,0.04,1,0,0.04
tohonandrongo,Synodus sp.,NA,Synodus,8,15,9/22/2016,9,2016,2,4.33,0.875,5,0.875,0
tohonandrongo,Synodus sp.,NA,Synodus,2,26,4/22/2017,4,2017,2,3.83,0.345,2,0.345,0
tohonandrongo,Synodus sp.,NA,Synodus,1,16,6/29/2016,6,2016,2,5.97,0.105,1,0,0.105
tohonandrongo,Synodus sp.,NA,Synodus,1,59,7/10/2016,7,2016,3,2.03,0.225,2,0,0.225
tohonandrongo,Synodus sp.,NA,Synodus,1,9,9/21/2016,9,2016,2,4.08,0.475,1,0,0.475
tohonandrongo,Synodus sp.,NA,Synodus,1,5,1/31/2017,1,2017,3,3.5,0.45,6,0,0.45
tohonandrongo,Synodus sp.,NA,Synodus,1,2,9/23/2016,9,2016,1,4.08,0.06,1,0,0.06
tohonandrongo,Synodus sp.,NA,Synodus,1,31,9/28/2016,9,2016,1,4.93,1.451211067,11,1.451211067,0
tohonandrongo,Synodus sp.,NA,Synodus,8,8,5/27/2017,5,2017,2,3.42,2.41,12,2.41,0
tohonandrongo,Synodus sp.,NA,Synodus,1,12,4/28/2016,4,2016,1,2.75,0.791569673,6,0.791569673,0
tohonandrongo,Synodus sp.,NA,Synodus,1,9,7/16/2016,7,2016,2,2.67,0.08,2,0,0.08
tohonandrongo,Synodus sp.,NA,Synodus,1,36,6/28/2016,6,2016,1,3.25,0.659641394,5,0.659641394,0
tohonandrongo,Synodus sp.,NA,Synodus,1,9,6/20/2016,6,2016,2,4.17,0.81,3,0,0.81
tohonandrongo,Synodus sp.,NA,Synodus,1,5,6/20/2016,6,2016,2,3.33,0.445,3,0.445,0
tohonandrongo,Synodus sp.,NA,Synodus,1,10,1/31/2017,1,2017,3,3.75,1.26,14,1.26,0
tohonandrongo,Synodus sp.,NA,Synodus,1,15,10/25/2016,10,2016,4,2.5,1.018,7,1.018,0
tohonandrongo,Synodus sp.,NA,Synodus,1,10,7/10/2016,7,2016,3,3.35,0.105,1,0,0.105
tohonandrongo,Synodus sp.,NA,Synodus,7,5,3/30/2016,3,2016,4,4.33,0.1233,3,0.1233,0
tohonandrongo,Synodus sp.,NA,Synodus,1,19,5/14/2016,5,2016,4,4.33,0.11,1,0,0.11
tohonandrongo,Synodus sp.,NA,Synodus,1,6,9/24/2017,9,2017,2,6.58,0.2,2,0,0.2
tohonandrongo,Synodus sp.,NA,Synodus,1,30,4/28/2016,4,2016,1,4.62,3.562063529,27,3.562063529,0
tohonandrongo,Synodus sp.,NA,Synodus,1,9,6/16/2016,6,2016,2,4.17,0.675,5,0.675,0
tohonandrongo,Synodus sp.,NA,Synodus,1,10,5/30/2016,5,2016,2,4.07,0.055,1,0,0.055
tohonandrongo,Synodus sp.,NA,Synodus,1,16,5/8/2016,5,2016,2,4.5,4.3,31,4.3,0
tohonandrongo,Synodus sp.,NA,Synodus,1,6,4/1/2017,4,2017,2,4.33,1.805,9,1.805,0
tohonandrongo,Synodus sp.,NA,Synodus,1,18,9/17/2017,9,2017,2,5.58,0.663,4,0.433,0.23
tohonandrongo,Synodus sp.,NA,Synodus,8,5,9/26/2016,9,2016,3,4.07,0.81,9,0.81,0
tohonandrongo,Synodus sp.,NA,Synodus,1,27,2/11/2017,2,2017,3,2.93,0.195,3,0,0.195
tohonandrongo,Synodus sp.,NA,Synodus,1,6,12/23/2016,12,2016,2,4.83,0.659641394,5,0.659641394,0
tohonandrongo,Synodus sp.,NA,Synodus,1,18,6/21/2017,6,2017,2,3.25,0.2,5,0.2,0
tohonandrongo,Synodus sp.,NA,Synodus,1,9,9/25/2017,9,2017,2,3.42,1.295,4,1.295,0
tohonandrongo,Synodus sp.,NA,Synodus,1,9,5/30/2016,5,2016,2,4.33,0.395,2,0,0.395
tohonandrongo,Synodus sp.,NA,Synodus,1,13,2/9/2017,2,2017,2,4.02,0.16,2,0,0.16
tohonandrongo,Synodus sp.,NA,Synodus,1,9,5/12/2016,5,2016,2,3.5,0.205,2,0,0.205
tohonandrongo,Synodus sp.,NA,Synodus,1,6,8/22/2016,8,2016,2,6.58,0.2,3,0.2,0
tohonandrongo,Synodus sp.,NA,Synodus,1,6,10/27/2016,10,2016,2,4.42,0.91,4,0.91,0
tohonandrongo,Synodus sp.,NA,Synodus,1,12,7/17/2016,7,2016,3,2.83,0.13,2,0.13,0
tohonandrongo,Synodus sp.,NA,Synodus,1,13,3/25/2017,3,2017,3,2.32,0.335,4,0.335,0
tohonandrongo,Synodus sp.,NA,Synodus,8,14,6/16/2016,6,2016,2,4.92,0.95,4,0.95,0
tohonandrongo,Synodus sp.,NA,Synodus,1,35,8/23/2016,8,2016,1,4.83,0.285,1,0,0.285
tohonandrongo,Synodus sp.,NA,Synodus,1,6,12/23/2016,12,2016,2,4.83,1.18735451,9,1.18735451,0
tohonandrongo,Synodus sp.,NA,Synodus,1,14,6/29/2016,6,2016,2,4.75,0.53,4,0.53,0
tohonandrongo,Synodus sp.,NA,Synodus,1,6,4/18/2016,4,2016,2,4.33,1.08,8,1.08,0
tohonandrongo,Synodus sp.,NA,Synodus,1,21,10/16/2016,10,2016,3,2.9,0.11,2,0,0.11
tohonandrongo,Synodus sp.,NA,Synodus,1,14,6/15/2016,6,2016,2,5.75,1.11,7,1.11,0
tohonandrongo,Synodus sp.,NA,Synodus,1,18,4/20/2017,4,2017,2,3.25,0.205,1,0.205,0
tohonandrongo,Synodus sp.,NA,Synodus,1,22,7/26/2016,7,2016,1,3.43,0.07,1,0,0.07
tohonandrongo,Synodus sp.,NA,Synodus,1,16,6/16/2016,6,2016,2,4.93,0.455,3,0.455,0
tohonandrongo,Synodus sp.,NA,Synodus,8,3,5/26/2016,5,2016,3,1.73,0.033,1,0,0.033
tohonandrongo,Synodus sp.,NA,Synodus,1,6,8/5/2016,8,2016,2,4.33,0.2,2,0,0.2
tohonandrongo,Synodus sp.,NA,Synodus,1,5,11/26/2016,11,2016,2,3.25,0.675,4,0.675,0
tohonandrongo,Synodus sp.,NA,Synodus,8,27,5/15/2017,5,2017,3,3.05,0.1,2,0,0.1
tohonandrongo,Synodus sp.,NA,Synodus,1,8,6/21/2017,6,2017,2,3.83,0.375,1,0.375,0
tohonandrongo,Synodus sp.,NA,Synodus,1,8,4/28/2016,4,2016,1,3.15,0.923497952,7,0.923497952,0
tohonandrongo,Synodus sp.,NA,Synodus,1,15,6/16/2016,6,2016,2,3.8,0.225,2,0,0.225
tohonandrongo,Synodus sp.,NA,Synodus,1,12,4/23/2016,4,2016,1,2.75,0.27,2,0.27,0
tohonandrongo,Synodus sp.,NA,Synodus,1,13,7/22/2016,7,2016,2,4.33,0.255,2,0.255,0
tohonandrongo,Synodus sp.,NA,Synodus,1,2,7/22/2016,7,2016,3,5.1,0.19,2,0.19,0
tohonandrongo,Synodus sp.,NA,Synodus,8,5,5/26/2016,5,2016,3,5.17,1.678,8,0,1.678
tohonandrongo,Synodus sp.,NA,Synodus,1,17,6/19/2016,6,2016,4,3,0.07,1,0.07,0
tohonandrongo,Synodus sp.,NA,Synodus,1,30,8/6/2016,8,2016,1,5.27,1.715067625,13,1.715067625,0
tohonandrongo,Synodus sp.,NA,Synodus,1,6,4/22/2016,4,2016,2,5.5,1.95,12,1.95,0
tohonandrongo,Synodus sp.,NA,Synodus,1,14,10/16/2016,10,2016,3,2.38,0.35,3,0,0.35
tohonandrongo,Synodus sp.,NA,Synodus,1,6,3/26/2016,3,2016,2,4.5,0.89,10,0.89,0
tohonandrongo,Synodus sp.,NA,Synodus,1,17,8/22/2016,8,2016,2,4.22,0.76,3,0.76,0
tohonandrongo,Synodus sp.,NA,Synodus,1,6,5/27/2017,5,2017,2,4,3.49,13,3.49,0
tohonandrongo,Synodus sp.,NA,Synodus,8,9,5/15/2017,5,2017,3,2.53,0.18,3,0.18,0
tohonandrongo,Synodus sp.,NA,Synodus,1,10,4/22/2016,4,2016,2,4.33,0.23,2,0,0.23
tohonandrongo,Synodus sp.,NA,Synodus,1,18,8/9/2016,8,2016,2,5.58,0.23,2,0,0.23
tohonandrongo,Synodus sp.,NA,Synodus,1,34,8/7/2016,8,2016,3,2.75,0.175,3,0.175,0
tohonandrongo,Synodus sp.,NA,Synodus,8,9,11/26/2016,11,2016,2,4.75,0.21,2,0.21,0
tohonandrongo,Synodus sp.,NA,Synodus,8,2,7/10/2016,7,2016,3,2.83,0.225,2,0,0.225
